SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 22-Oct-2024,1104.85,1103.85,1103.85,1013.4,1030.2,1024.85,1045.16,2259818,23618.67,166172, 1098669, 48.62
ABB, EQ, 22-Oct-2024,8279.7,8271.25,8378.0,8155.05,8196.0,8177.55,8244.31,267921,22088.23,47681, 106141, 39.62
ABCAPITAL, EQ, 22-Oct-2024,215.75,214.9,216.7,206.35,210.75,207.57,211.24,3164130,6684.0,33991, 1143034, 36.12
ADANIENSOL, EQ, 22-Oct-2024,1017.55,1017.5,1043.4,987.0,1000.0,1009.85,1011.62,3785445,38294.49,151786, 1123009, 29.67
ADANIENT, EQ, 22-Oct-2024,2937.65,2938.0,2955.0,2818.0,2840.9,2823.8,2860.67,1209732,34606.43,99927, 438171, 36.22
ADANIGREEN, EQ, 22-Oct-2024,1710.8,1732.0,1747.4,1668.25,1684.0,1684.45,1694.0,809408,13711.33,63334, 369572, 45.66
ADANIPORTS, EQ, 22-Oct-2024,1375.5,1374.7,1387.1,1353.9,1365.0,1362.85,1365.63,2467299,33694.12,151875, 1376016, 55.77
ADANIPOWER, EQ, 22-Oct-2024,603.6,604.0,607.15,583.7,590.0,588.15,591.61,2445083,14465.26,84451, 1173069, 47.98
ALKEM, EQ, 22-Oct-2024,6158.35,6189.9,6220.75,6085.6,6111.05,6110.25,6142.69,216579,13303.77,37832, 143383, 66.20
AMBER, EQ, 22-Oct-2024,6344.45,6430.0,6430.0,5493.1,5642.0,5692.45,5773.57,2606090,150464.41,245471, 169109, 6.49
AMBUJACEM, EQ, 22-Oct-2024,571.9,569.0,583.25,556.1,561.0,558.5,565.92,5527745,31282.88,105213, 2854536, 51.64
ANGELONE, EQ, 22-Oct-2024,3016.35,3018.4,3057.7,2858.0,2898.0,2877.9,2964.64,2148414,63692.8,136976, 392904, 18.29
APLAPOLLO, EQ, 22-Oct-2024,1539.05,1539.85,1546.75,1505.0,1526.0,1530.25,1521.49,536205,8158.32,34952, 390189, 72.77
APOLLOHOSP, EQ, 22-Oct-2024,6986.4,7019.95,7037.25,6871.55,6900.0,6891.95,6930.46,112233,7778.26,20330, 41985, 37.41
ASHOKLEY, EQ, 22-Oct-2024,217.8,217.99,219.74,211.75,212.44,212.58,215.85,7793920,16822.99,76904, 3528585, 45.27
ASIANPAINT, EQ, 22-Oct-2024,3049.2,3054.0,3057.95,2995.25,3010.85,3006.85,3017.54,541838,16350.17,61303, 251792, 46.47
ASTRAL, EQ, 22-Oct-2024,1850.05,1861.4,1867.75,1780.65,1794.0,1790.15,1819.26,540604,9834.99,60048, 325175, 60.15
AUBANK, EQ, 22-Oct-2024,664.85,664.85,669.4,636.1,637.0,638.5,648.41,1318131,8546.91,50908, 449759, 34.12
AUROPHARMA, EQ, 22-Oct-2024,1460.25,1460.25,1482.3,1441.2,1445.75,1447.6,1456.21,661461,9632.27,44982, 338105, 51.11
AXISBANK, EQ, 22-Oct-2024,1190.3,1194.25,1198.0,1173.35,1177.0,1175.75,1183.75,7256246,85895.64,207796, 3222183, 44.41
BAJAJ-AUTO, EQ, 22-Oct-2024,10500.5,10500.5,10614.95,10320.0,10415.95,10368.35,10455.32,1191148,124538.31,127601, 581524, 48.82
BAJAJFINSV, EQ, 22-Oct-2024,1758.4,1758.55,1770.95,1716.15,1727.55,1722.6,1741.61,3142294,54726.58,155718, 1409454, 44.85
BAJAJHLDNG, EQ, 22-Oct-2024,10304.3,10367.45,10489.05,10101.05,10260.1,10296.75,10335.14,39686,4101.6,14354, 14642, 36.89
BAJFINANCE, EQ, 22-Oct-2024,6780.9,6800.0,6833.0,6643.65,6645.75,6677.9,6731.9,1700619,114483.91,165569, 653153, 38.41
BANDHANBNK, EQ, 22-Oct-2024,184.89,182.51,184.9,173.0,174.8,173.8,178.05,20527388,36548.81,135680, 10513251, 51.22
BANKBARODA, EQ, 22-Oct-2024,245.77,245.0,245.5,233.1,233.4,233.65,237.76,10255996,24384.67,77976, 3292140, 32.10
BANKINDIA, EQ, 22-Oct-2024,104.11,104.48,104.48,99.3,99.59,99.9,101.57,8322247,8452.72,45586, 4820537, 57.92
BDL, EQ, 22-Oct-2024,1117.0,1120.0,1121.8,1030.75,1057.0,1057.85,1058.99,1277242,13525.86,105001, 636788, 49.86
BEL, EQ, 22-Oct-2024,282.3,282.0,282.15,270.65,271.6,271.65,275.43,15240897,41977.25,150480, 7309862, 47.96
BHARATFORG, EQ, 22-Oct-2024,1442.5,1437.0,1442.2,1401.5,1409.1,1406.2,1416.03,684238,9688.99,44890, 341303, 49.88
BHARTIARTL, EQ, 22-Oct-2024,1692.55,1692.0,1712.9,1687.35,1690.0,1692.25,1696.4,3070057,52080.31,196059, 1910153, 62.22
BHEL, EQ, 22-Oct-2024,247.65,247.65,248.0,231.65,234.0,232.8,237.81,22786450,54188.63,188518, 9228289, 40.50
BIOCON, EQ, 22-Oct-2024,337.4,336.05,339.6,324.55,326.0,325.8,330.43,3431583,11338.82,43061, 1701610, 49.59
BLUESTARCO, EQ, 22-Oct-2024,2017.85,2000.0,2033.7,1892.0,1922.3,1910.05,1940.78,299065,5804.21,31674, 155832, 52.11
BOSCHLTD, EQ, 22-Oct-2024,36839.15,36750.0,37055.4,35910.0,36170.0,36065.3,36412.32,16532,6019.68,7638, 3977, 24.06
BPCL, EQ, 22-Oct-2024,331.65,332.0,332.55,322.0,323.25,322.9,325.98,6372285,20772.31,109589, 2566298, 40.27
BRITANNIA, EQ, 22-Oct-2024,5778.3,5787.4,5804.0,5711.8,5740.0,5727.0,5754.87,320607,18450.51,36895, 209787, 65.43
BSE, EQ, 22-Oct-2024,4334.4,4360.0,4364.0,4051.1,4124.95,4090.25,4157.55,2816574,117100.43,238545, 882959, 31.35
CAMS, EQ, 22-Oct-2024,4644.7,4649.0,4660.0,4386.65,4436.6,4400.45,4514.61,369810,16695.46,55476, 200723, 54.28
CANBK, EQ, 22-Oct-2024,102.86,102.86,102.86,96.31,96.7,96.79,99.09,30808126,30527.45,161273, 14592104, 47.36
CDSL, EQ, 22-Oct-2024,1551.9,1555.0,1555.0,1452.15,1472.0,1460.85,1491.46,4151788,61922.22,219329, 1445884, 34.83
CGPOWER, EQ, 22-Oct-2024,775.6,776.1,822.1,750.65,757.0,755.2,784.47,11958818,93813.87,295160, 4035662, 33.75
CHOLAFIN, EQ, 22-Oct-2024,1438.7,1444.8,1457.95,1405.6,1417.2,1411.2,1427.37,1288147,18386.65,114090, 446657, 34.67
CIPLA, EQ, 22-Oct-2024,1523.75,1523.0,1526.7,1501.5,1510.85,1510.35,1511.41,1757792,26567.39,115590, 1080043, 61.44
COALINDIA, EQ, 22-Oct-2024,485.4,485.0,487.5,467.2,469.1,468.35,474.1,8671135,41110.28,135658, 5181628, 59.76
COCHINSHIP, BE, 22-Oct-2024,1530.6,1530.95,1539.9,1454.1,1454.1,1454.1,1474.86,612006,9026.23,59412, -, -
COFORGE, EQ, 22-Oct-2024,6825.25,6830.25,6924.0,6710.05,6806.95,6800.25,6823.67,564282,38504.73,48351, 227970, 40.40
COLPAL, EQ, 22-Oct-2024,3337.9,3344.0,3397.35,3307.0,3331.1,3340.1,3353.7,303928,10192.82,32653, 127892, 42.08
CONCOR, EQ, 22-Oct-2024,850.25,851.0,852.95,837.0,846.0,844.4,845.65,1475743,12479.65,42787, 905247, 61.34
