SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 07-Mar-2025,966.25,965.95,979.8,964.55,977.0,972.9,974.48,521682,5083.66,31896, 317372, 60.84
ABB, EQ, 07-Mar-2025,5370.0,5370.0,5370.05,5280.0,5335.0,5326.55,5315.76,482112,25627.94,47962, 247077, 51.25
ABCAPITAL, EQ, 07-Mar-2025,159.58,159.97,163.54,158.73,160.8,160.85,161.06,6386257,10285.49,74458, 3301426, 51.70
ADANIENSOL, EQ, 07-Mar-2025,733.25,730.0,753.9,724.0,746.25,747.6,739.61,2622387,19395.33,63627, 779425, 29.72
ADANIENT, EQ, 07-Mar-2025,2252.85,2249.95,2267.65,2227.0,2249.5,2247.5,2247.94,818806,18406.26,44934, 301330, 36.80
ADANIGREEN, EQ, 07-Mar-2025,845.95,840.0,847.3,823.15,841.9,837.2,834.56,6078435,50728.45,116888, 2359028, 38.81
ADANIPORTS, EQ, 07-Mar-2025,1136.2,1136.2,1156.95,1134.1,1143.55,1144.5,1148.02,2211623,25389.82,81854, 769167, 34.78
ADANIPOWER, EQ, 07-Mar-2025,503.15,504.9,511.55,499.0,506.0,506.15,505.54,3890016,19665.66,61324, 1105873, 28.43
ALKEM, EQ, 07-Mar-2025,4746.2,4730.0,4782.35,4675.05,4715.0,4738.05,4741.39,186716,8852.93,27446, 131587, 70.47
AMBER, EQ, 07-Mar-2025,6174.9,6200.0,6418.0,6200.0,6325.0,6339.15,6322.04,1033859,65361.03,104350, 138697, 13.42
AMBUJACEM, EQ, 07-Mar-2025,498.5,497.5,505.4,491.95,499.0,499.8,499.68,1851476,9251.38,25650, 696700, 37.63
ANGELONE, EQ, 07-Mar-2025,2118.75,2117.0,2159.0,2090.0,2095.0,2098.0,2120.47,888336,18836.86,69155, 137869, 15.52
APLAPOLLO, EQ, 07-Mar-2025,1463.15,1463.25,1487.25,1450.0,1454.0,1458.25,1463.12,304748,4458.84,23742, 137145, 45.00
APOLLOHOSP, EQ, 07-Mar-2025,6274.1,6292.25,6314.75,6197.3,6207.8,6216.1,6257.88,299433,18738.17,42613, 190543, 63.63
ASHOKLEY, EQ, 07-Mar-2025,210.6,210.42,212.65,209.16,209.99,209.78,210.76,4298504,9059.53,33410, 1387771, 32.28
ASIANPAINT, EQ, 07-Mar-2025,2267.7,2267.7,2277.95,2248.0,2262.1,2270.0,2264.87,921429,20869.16,53822, 466317, 50.61
ASTRAL, EQ, 07-Mar-2025,1330.7,1327.35,1351.45,1327.25,1332.6,1332.65,1338.86,333456,4464.49,27511, 158604, 47.56
AUBANK, EQ, 07-Mar-2025,553.2,553.5,554.65,540.2,543.7,544.3,548.29,1916647,10508.81,28803, 1360999, 71.01
AUROPHARMA, EQ, 07-Mar-2025,1114.5,1107.8,1118.4,1092.0,1097.6,1097.4,1103.74,886545,9785.12,39302, 364814, 41.15
AXISBANK, EQ, 07-Mar-2025,1034.1,1033.7,1050.35,1030.7,1038.0,1037.65,1038.93,7597321,78931.02,190760, 5644256, 74.29
BAJAJ-AUTO, EQ, 07-Mar-2025,7462.25,7462.25,7624.0,7451.1,7551.0,7574.75,7576.75,942308,71396.29,85264, 490626, 52.07
BAJAJFINSV, EQ, 07-Mar-2025,1845.45,1845.15,1865.55,1836.5,1839.0,1845.3,1849.98,1332323,24647.66,65579, 670339, 50.31
BAJAJHLDNG, EQ, 07-Mar-2025,11361.95,11450.15,11907.95,11435.05,11789.1,11774.95,11730.56,138683,16268.29,32852, 26628, 19.20
BAJFINANCE, EQ, 07-Mar-2025,8410.85,8409.9,8470.0,8366.45,8406.0,8404.5,8419.84,472946,39821.28,64573, 201684, 42.64
BANDHANBNK, EQ, 07-Mar-2025,149.3,149.25,151.14,148.66,149.69,149.93,149.54,8864396,13255.53,42535, 3961689, 44.69
BANKBARODA, EQ, 07-Mar-2025,207.16,206.85,208.1,204.52,205.66,205.9,206.32,6253445,12902.08,48107, 2788265, 44.59
BANKINDIA, EQ, 07-Mar-2025,97.92,97.55,98.4,96.69,97.3,97.41,97.59,7561031,7378.76,51472, 3206749, 42.41
BDL, EQ, 07-Mar-2025,1065.65,1061.9,1148.6,1057.3,1131.0,1135.2,1127.4,3164621,35677.87,135103, 598182, 18.90
BEL, EQ, 07-Mar-2025,272.95,275.8,279.73,274.0,276.2,276.99,277.54,25542382,70889.98,183737, 9239642, 36.17
